rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
6098,Talisman of Conviction,2019,2.0,Colorless,Artifact,,0,"direct_damage, ramp",2,2,1.0
6099,Storm Entity,2007,2.0,Red,Creature,Haste,1,,1,2,1.0
6100,Undercity Plunder,2022,2.0,Black,Sorcery,Conjure,1,discard,1,2,1.0
6101,Grafted Butcher,2023,2.0,Black,Creature,,0,"graveyard, pump",2,2,1.0
6102,Lightning Mauler,2012,2.0,Red,Creature,Soulbond,1,,1,2,1.0
6103,A-Ancestral Katana,2022,2.0,White,Artifact,Equip,1,pump,1,2,1.0
6104,Scour the Scene,2024,2.0,Multicolor,Enchantment,,0,"tokens, pump",2,2,1.0
6105,Tel-Jilad Justice,2004,2.0,Green,Instant,Scry,1,removal,1,2,1.0
6106,Floodbringer,2005,2.0,Blue,Creature,Flying,1,,1,2,1.0
6107,Intermediate Chirography,2026,2.0,Black,Enchantment,,0,"tokens, counters",2,2,1.0
6108,Krovikan Mist,2006,2.0,Blue,Creature,Flying,1,,1,2,1.0
6109,Three Tree Mascot,2024,2.0,Colorless,Creature,Changeling,1,ramp,1,2,1.0
6110,Pale Rider of Trostad,2016,2.0,Black,Creature,Skulk,1,discard,1,2,1.0
6111,Harvesttide Sentry,2021,2.0,Green,Creature,Coven,1,evasion,1,2,1.0
6112,Wailing Ghoul,2016,2.0,Black,Creature,Mill,1,,1,2,1.0
6113,Nectar Faerie,2007,2.0,Black,Creature,Flying,1,,1,2,1.0
6114,Youthful Valkyrie,2021,2.0,White,Creature,Flying,1,counters,1,2,1.0
6115,Zookeeper Mechan,2025,2.0,Red,Creature,,0,"ramp, pump",2,2,1.0
6116,Gravelgill Scoundrel,2026,2.0,Blue,Creature,Vigilance,1,evasion,1,2,1.0
6117,Backslide,2002,2.0,Blue,Instant,Cycling,1,ramp,1,2,1.0
6118,Cerodon Yearling,2009,2.0,Multicolor,Creature,"Vigilance, Haste",2,,0,2,1.0
6119,Blood Aspirant,2020,2.0,Red,Creature,,0,"direct_damage, counters",2,2,1.0
6120,Drover of the Mighty,2017,2.0,Green,Creature,,0,"ramp, pump",2,2,1.0
6121,Hildibrand Manderville // Gentleman's Rise,2025,2.0,Multicolor,Creature,,0,"graveyard, pump",2,2,1.0
6122,Distinguished Conjurer,2022,2.0,White,Creature,,0,"life, blink",2,2,1.0
6123,Samurai of the Pale Curtain,2004,2.0,White,Creature,Bushido,1,,1,2,1.0
6124,"Keleth, Sunmane Familiar",2020,2.0,White,Creature,Partner,1,counters,1,2,1.0
6125,Teferi's Curse,1996,2.0,Blue,Enchantment,Enchant,1,,1,2,1.0
6126,Cram Session,2021,2.0,Colorless,Sorcery,Learn,1,life,1,2,1.0
6127,Mayor of Avabruck // Howlpack Alpha,2011,2.0,Green,Creature,Transform,1,pump,1,2,1.0
6128,Sage's Row Savant,2019,2.0,Blue,Creature,Scry,1,,1,2,1.0
6129,Clan Crafter,2022,2.0,Blue,Enchantment,,0,"card_advantage, counters",2,2,1.0
6130,Tablet of Compleation,2023,2.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,1.0
6131,Needlethorn Drake,2021,2.0,Multicolor,Creature,"Deathtouch, Flying",2,,0,2,1.0
6132,Sword of the Squeak,2024,2.0,Colorless,Artifact,Equip,1,pump,1,2,1.0
6133,Spirit Loop,2006,2.0,White,Enchantment,Enchant,1,,1,2,1.0
6134,Compassionate Healer,2025,2.0,White,Creature,Scry,1,life,1,2,1.0
6135,Pygmy Troll,1998,2.0,Green,Creature,,0,"pump, protection",2,2,1.0
6136,Rune of Protection: White,1998,2.0,White,Enchantment,Cycling,1,protection,1,2,1.0
6137,Grave Servitude,1996,2.0,Black,Enchantment,Enchant,1,pump,1,2,1.0
6138,Inaction Injunction,2012,2.0,Blue,Sorcery,Detain,1,card_advantage,1,2,1.0
6139,Elfhame Sanctuary,2000,2.0,Green,Enchantment,,0,"ramp, tutor",2,2,1.0
6140,Kor Bladewhirl,2015,2.0,White,Creature,Rally,1,,1,2,1.0
6141,Popular Entertainer,2022,2.0,Red,Enchantment,Goad,1,,1,2,1.0
6142,Creature Bond,1993,2.0,Blue,Enchantment,Enchant,1,,1,2,1.0
6143,Prairie Dog,2024,2.0,White,Creature,Lifelink,1,counters,1,2,1.0
6144,Bay Falcon,1996,2.0,Blue,Creature,"Flying, Vigilance",2,,0,2,1.0
6145,Spinal Graft,1997,2.0,Black,Enchantment,Enchant,1,pump,1,2,1.0
6146,Battlefield Thaumaturge,2014,2.0,Blue,Creature,Heroic,1,ramp,1,2,1.0
6147,Reality Shift,2015,2.0,Blue,Instant,Manifest,1,removal,1,2,1.0
6148,Demonic Counsel,2024,2.0,Black,Sorcery,Delirium,1,tutor,1,2,1.0
6149,Destructive Revelry,2013,2.0,Multicolor,Instant,,0,"removal, direct_damage",2,2,1.0
6150,Tightening Coils,2015,2.0,Blue,Enchantment,Enchant,1,,1,2,1.0
6151,Resentful Revelation,2025,2.0,Black,Sorcery,Flashback,1,,1,2,1.0
6152,Selfless Spirit,2016,2.0,White,Creature,Flying,1,,1,2,1.0
6153,Spellweaver Eternal,2017,2.0,Blue,Creature,"Prowess, Afflict",2,,0,2,1.0
6154,Augur of Skulls,2007,2.0,Black,Creature,,0,"discard, protection",2,2,1.0
6155,Squeaking Pie Sneak,2007,2.0,Black,Creature,Fear,1,,1,2,1.0
6156,Sultai Skullkeeper,2015,2.0,Blue,Creature,Mill,1,,1,2,1.0
6157,Marionette Apprentice,2024,2.0,Black,Creature,Fabricate,1,life,1,2,1.0
6158,Zodiac Rooster,1999,2.0,Green,Creature,"Landwalk, Plainswalk",2,,0,2,1.0
6159,Kavu Predator,2007,2.0,Green,Creature,Trample,1,counters,1,2,1.0
6160,Treetop Ambusher,2019,2.0,Green,Creature,Dash,1,pump,1,2,1.0
6161,Predict,2001,2.0,Blue,Instant,Mill,1,card_advantage,1,2,1.0
6162,Goblin Glider,1998,2.0,Red,Creature,Flying,1,,1,2,1.0
6163,Dance of Many,1994,2.0,Blue,Enchantment,,0,"tokens, copy",2,2,1.0
6164,Guildsworn Prowler,2022,2.0,Black,Creature,Deathtouch,1,card_advantage,1,2,1.0
6165,Bloodspatter Vampire,2024,2.0,Black,Creature,Flying,1,,1,2,1.0
6166,Cunning Nightbonder,2020,2.0,Colorless,Creature,Flash,1,ramp,1,2,1.0
6167,Aether Poisoner,2017,2.0,Black,Creature,Deathtouch,1,tokens,1,2,1.0
6168,Burrog Befuddler,2021,2.0,Blue,Creature,Flash,1,removal,1,2,1.0
6169,Wings of the Guard,2016,2.0,White,Creature,"Flying, Melee",2,,0,2,1.0
6170,Tel-Jilad Defiance,2010,2.0,Green,Instant,,0,"card_advantage, protection",2,2,1.0
6171,Cloak and Dagger,2008,2.0,Colorless,Artifact,Equip,1,pump,1,2,1.0
6172,Ingenious Thief,1997,2.0,Blue,Creature,Flying,1,,1,2,1.0
6173,Bovine Intervention,2024,2.0,White,Instant,,0,"removal, tokens",2,2,1.0
6174,Relentless Dead,2016,2.0,Black,Creature,Menace,1,graveyard,1,2,1.0
6175,Lammastide Weave,2007,2.0,Green,Instant,Mill,1,card_advantage,1,2,1.0
6176,"Hex, Kellan's Companion",2023,2.0,Green,Creature,Haste,1,pump,1,2,1.0
6177,Eager First-Year,2021,2.0,White,Creature,Magecraft,1,pump,1,2,1.0
6178,Menagerie Curator,2022,2.0,Green,Creature,,0,"card_advantage, ramp",2,2,1.0
6179,Eddytrail Hawk,2016,2.0,White,Creature,Flying,1,,1,2,1.0
6180,"Haru, Hidden Talent",2025,2.0,Green,Creature,Earthbend,1,,1,2,1.0
6181,Puresteel Paladin,2011,2.0,White,Creature,Metalcraft,1,card_advantage,1,2,1.0
6182,Searing Blaze,2010,2.0,Red,Instant,Landfall,1,direct_damage,1,2,1.0
6183,Streetwise Negotiator,2023,2.0,Green,Creature,Backup,1,,1,2,1.0
6184,Hypochondria,2002,2.0,White,Enchantment,,0,"discard, protection",2,2,1.0
6185,Mana Drain,1994,2.0,Blue,Instant,,0,"ramp, counterspell",2,2,1.0
6186,Escape Artist,2001,2.0,Blue,Creature,,0,"discard, evasion",2,2,1.0
6187,Candles' Glow,2004,2.0,White,Instant,Splice,1,protection,1,2,1.0
6188,The Reality Chip,2022,2.0,Blue,Creature,Reconfigure,1,,1,2,1.0
6189,Steampath Charger,2024,2.0,Red,Creature,Offspring,1,direct_damage,1,2,1.0
6190,Basilica Screecher,2013,2.0,Black,Creature,"Flying, Extort",2,,0,2,1.0
6191,Fishliver Oil,1993,2.0,Blue,Enchantment,Enchant,1,evasion,1,2,1.0
6192,Mantle of Webs,2015,2.0,Green,Enchantment,Enchant,1,pump,1,2,1.0
6193,Tattered Haunter,2016,2.0,Blue,Creature,Flying,1,,1,2,1.0
6194,Control of the Court,1999,2.0,Red,Sorcery,,0,"card_advantage, discard",2,2,1.0
6195,Cloistered Youth // Unholy Fiend,2011,2.0,White,Creature,Transform,1,,1,2,1.0
6196,"Satoru, the Infiltrator",2024,2.0,Multicolor,Creature,Menace,1,card_advantage,1,2,1.0
6197,Cranial Plating,2004,2.0,Colorless,Artifact,Equip,1,pump,1,2,1.0
6198,Gruul Guildmage,2006,2.0,Colorless,Creature,,0,"direct_damage, pump",2,2,1.0
6199,Wolfwillow Haven,2020,2.0,Green,Enchantment,Enchant,1,tokens,1,2,1.0
6200,_____ _____ _____ Trespasser,2022,2.0,Blue,Creature,,0,"pump, evasion",2,2,1.0
6201,Scarred Vinebreeder,2007,2.0,Black,Creature,,0,"graveyard, pump",2,2,1.0
6202,Fearless Fledgling,2020,2.0,White,Creature,Landfall,1,counters,1,2,1.0
6203,Mapping the Maze,2024,2.0,Blue,Instant,,0,"card_advantage, graveyard",2,2,1.0
6204,Curate,2021,2.0,Blue,Instant,Surveil,1,card_advantage,1,2,1.0
6205,Memory's Journey,2011,2.0,Blue,Instant,Flashback,1,,1,2,1.0
6206,Tangletrap,2021,2.0,Green,Instant,,0,"removal, direct_damage",2,2,1.0
6207,Archmage's Newt,2024,2.0,Blue,Creature,Saddle,1,graveyard,1,2,1.0
6208,Just the Wind,2016,2.0,Blue,Instant,Madness,1,removal,1,2,1.0
6209,Shifting Grift,2024,2.0,Blue,Sorcery,Spree,1,steal,1,2,1.0
6210,Lobe Lobber,2017,2.0,Colorless,Artifact,Equip,1,direct_damage,1,2,1.0
6211,Surge of Thoughtweft,2007,2.0,White,Instant,,0,"card_advantage, pump",2,2,1.0
6212,"Feldon, Ronom Excavator",2022,2.0,Red,Creature,Haste,1,,1,2,1.0
6213,House Cartographer,2024,2.0,Green,Creature,Survival,1,,1,2,1.0
6214,"Ragost, Deft Gastronaut",2025,2.0,Multicolor,Creature,,0,"direct_damage, life",2,2,1.0
6215,Essence Bottle,1997,2.0,Colorless,Artifact,,0,"counters, life",2,2,1.0
6216,Divert Disaster,2025,2.0,Blue,Instant,,0,"tokens, counterspell",2,2,1.0
6217,Steelswarm Operator,2025,2.0,Blue,Creature,Flying,1,ramp,1,2,1.0
6218,Thunderous Orator,2021,2.0,White,Creature,Vigilance,1,,1,2,1.0
6219,Foul Play,2021,2.0,Black,Sorcery,Investigate,1,removal,1,2,1.0
6220,Cathar Commando,2021,2.0,White,Creature,Flash,1,removal,1,2,1.0
6221,Bitter Triumph,2023,2.0,Black,Instant,,0,"removal, discard",2,2,1.0
6222,Return to Nature,2019,2.0,Green,Instant,,0,"removal, graveyard",2,2,1.0
6223,Betrothed of Fire,1997,2.0,Red,Enchantment,Enchant,1,pump,1,2,1.0
6224,Shattering Pulse,1998,2.0,Red,Instant,Buyback,1,removal,1,2,1.0
6225,Wilt,2020,2.0,Green,Instant,Cycling,1,removal,1,2,1.0
6226,Aspect of Wolf,1993,2.0,Green,Enchantment,Enchant,1,,1,2,1.0
6227,"Gev, Scaled Scorch",2024,2.0,Multicolor,Creature,Ward,1,direct_damage,1,2,1.0
6228,Pteron Ghost,2004,2.0,White,Creature,Flying,1,protection,1,2,1.0
6229,Mudbrawler Cohort,2008,2.0,Red,Creature,Haste,1,pump,1,2,1.0
6230,Quag Feast,2025,2.0,Black,Sorcery,Mill,1,,1,2,1.0
6231,Setessan Skirmisher,2020,2.0,Green,Creature,Constellation,1,pump,1,2,1.0
6232,Become Brutes,2023,2.0,Red,Sorcery,Role token,1,,1,2,1.0
6233,Dying Wail,1999,2.0,Black,Enchantment,Enchant,1,discard,1,2,1.0
6234,Herd Heirloom,2025,2.0,Green,Artifact,,0,"card_advantage, ramp",2,2,1.0
6235,Clone Crafter,2021,2.0,Blue,Creature,Conjure,1,,1,2,1.0
6236,Horned Stoneseeker,2022,2.0,Red,Creature,Menace,1,tokens,1,2,1.0
6237,Soul Shepherd,1997,2.0,White,Creature,,0,"graveyard, life",2,2,1.0
6238,Biotech Specialist,2025,2.0,Multicolor,Creature,,0,"direct_damage, tokens",2,2,1.0
6239,Pyrotechnic Performer,2024,2.0,Red,Creature,Disguise,1,,1,2,1.0
6240,Osteomancer Adept,2024,2.0,Black,Creature,Deathtouch,1,graveyard,1,2,1.0
6241,Hermetic Study,1998,2.0,Blue,Enchantment,Enchant,1,direct_damage,1,2,1.0
6242,Braid of Fire,2006,2.0,Red,Enchantment,Cumulative upkeep,1,ramp,1,2,1.0
6243,Curse of Stalked Prey,2011,2.0,Red,Enchantment,Enchant,1,counters,1,2,1.0
6244,Chainer's Edict,2002,2.0,Black,Sorcery,Flashback,1,,1,2,1.0
6245,Midnight Tilling,2026,2.0,Green,Instant,Mill,1,,1,2,1.0
6246,Exit Specialist,2024,2.0,Blue,Creature,Disguise,1,evasion,1,2,1.0
6247,Reclusive Taxidermist,2021,2.0,Green,Creature,,0,"ramp, pump",2,2,1.0
6248,Valiant Farewell,2022,2.0,White,Instant,,0,"card_advantage, pump",2,2,1.0
6249,Cruelclaw's Heist,2024,2.0,Black,Sorcery,Gift,1,,1,2,1.0
6250,Shacklegeist,2020,2.0,Blue,Creature,Flying,1,,1,2,1.0
6251,Illuminated Wings,1999,2.0,Blue,Enchantment,Enchant,1,card_advantage,1,2,1.0
6252,Ainok Survivalist,2015,2.0,Green,Creature,Megamorph,1,removal,1,2,1.0
6253,The Key to the Vault,2024,2.0,Blue,Artifact,Equip,1,ramp,1,2,1.0
6254,Study Break,2021,2.0,White,Instant,Learn,1,,1,2,1.0
6255,Wall of Forgotten Pharaohs,2017,2.0,Colorless,Creature,Defender,1,direct_damage,1,2,1.0
6256,Armory of Iroas,2014,2.0,Colorless,Artifact,Equip,1,counters,1,2,1.0
6257,Restless Bloodseeker // Bloodsoaked Reveler,2021,2.0,Black,Creature,Transform,1,tokens,1,2,1.0
6258,Facet Reader,2020,2.0,Blue,Creature,,0,"card_advantage, discard",2,2,1.0
6259,Wing It,2024,2.0,White,Instant,Scry,1,pump,1,2,1.0
6260,Sudden Shock,2006,2.0,Red,Instant,Split second,1,direct_damage,1,2,1.0
6261,Legion's Initiative,2013,2.0,Multicolor,Enchantment,,0,"removal, pump",2,2,1.0
6262,Marsh Threader,2010,2.0,White,Creature,"Landwalk, Swampwalk",2,,0,2,1.0
6263,Artful Maneuver,2015,2.0,White,Instant,Rebound,1,pump,1,2,1.0
6264,Mogg War Marshal,2006,2.0,Red,Creature,Echo,1,tokens,1,2,1.0
6265,Shinen of Life's Roar,2005,2.0,Green,Creature,Channel,1,,1,2,1.0
6266,Fathom Fleet Captain,2017,2.0,Black,Creature,Menace,1,tokens,1,2,1.0
6267,Biophagus,2022,2.0,Green,Creature,Genomic Enhancement,1,ramp,1,2,1.0
6268,"Arabella, Abandoned Doll",2024,2.0,Multicolor,Creature,,0,"direct_damage, life",2,2,1.0
6269,Sphere of the Suns,2011,2.0,Colorless,Artifact,,0,"counters, ramp",2,2,1.0
6270,Hymn to the Ages,2023,2.0,Blue,Instant,Intensity,1,,1,2,1.0
6271,Molten Frame,2009,2.0,Red,Instant,Cycling,1,removal,1,2,1.0
6272,Lightning Mare,2018,2.0,Red,Creature,,0,"pump, evasion",2,2,1.0
6273,Urianger Augurelt,2025,2.0,Multicolor,Creature,,0,"ramp, life",2,2,1.0
6274,Secret Plans,2014,2.0,Multicolor,Enchantment,,0,"card_advantage, pump",2,2,1.0
6275,Knight of the White Orchid,2008,2.0,White,Creature,First strike,1,tutor,1,2,1.0
6276,Island Sanctuary,1993,2.0,White,Enchantment,,0,"card_advantage, evasion",2,2,1.0
6277,Dire Fleet Hoarder,2017,2.0,Black,Creature,Treasure,1,tokens,1,2,1.0
6278,"Balmor, Battlemage Captain",2022,2.0,Multicolor,Creature,Flying,1,pump,1,2,1.0
6279,Stronghold Arena,2022,2.0,Black,Enchantment,Kicker,1,life,1,2,1.0
6280,Phantasmal Terrain,1993,2.0,Blue,Enchantment,Enchant,1,,1,2,1.0
6281,Scurrid Colony,2021,2.0,Green,Creature,Reach,1,pump,1,2,1.0
6282,Wary Watchdog,2024,2.0,Green,Creature,Surveil,1,,1,2,1.0
6283,Voidmage Prodigy,2002,2.0,Blue,Creature,Morph,1,counterspell,1,2,1.0
6284,Stigma Lasher,2008,2.0,Red,Creature,Wither,1,,1,2,1.0
6285,Unsettled Mariner,2019,2.0,Multicolor,Creature,Changeling,1,counterspell,1,2,1.0
6286,Chatterstorm,2021,2.0,Green,Sorcery,Storm,1,tokens,1,2,1.0
6287,Arcbound Stinger,2004,2.0,Colorless,Creature,"Flying, Modular",2,,0,2,1.0
6288,Obsessive Pursuit,2025,2.0,Black,Enchantment,,0,"tokens, counters",2,2,1.0
6289,Bloodcrazed Paladin,2017,2.0,Black,Creature,Flash,1,,1,2,1.0
6290,Imps' Taunt,1997,2.0,Black,Instant,Buyback,1,,1,2,1.0
6291,Merfolk Assassin,1994,2.0,Blue,Creature,,0,"removal, evasion",2,2,1.0
6292,Saved by the Shell,2026,2.0,Green,Instant,,0,"counters, ramp",2,2,1.0
6293,Gilded Drake,1998,2.0,Blue,Creature,Flying,1,steal,1,2,1.0
6294,Disciple of Grace,1998,2.0,White,Creature,"Protection, Cycling",2,,0,2,1.0
6295,Whirlpool Whelm,2007,2.0,Blue,Instant,Clash,1,removal,1,2,1.0
6296,Spire Owl,1998,2.0,Blue,Creature,Flying,1,,1,2,1.0
6297,Origin of Spider-Man,2025,2.0,White,Enchantment,,0,"tokens, counters",2,2,1.0
6298,Courier Hawk,2005,2.0,White,Creature,"Flying, Vigilance",2,,0,2,1.0
6299,"Magda, the Hoardmaster",2024,2.0,Red,Creature,Treasure,1,tokens,1,2,1.0
6300,Dedicated Dollmaker,2023,2.0,White,Creature,,0,"tokens, copy",2,2,1.0
6301,Lightning Helix,2005,2.0,Multicolor,Instant,,0,"direct_damage, life",2,2,1.0
6302,Knight of Dawn's Light,2022,2.0,White,Creature,First strike,1,pump,1,2,1.0
6303,"Grenzo, Havoc Raiser",2016,2.0,Red,Creature,Goad,1,,1,2,1.0
6304,Blessed Wine,1995,2.0,White,Instant,,0,"card_advantage, life",2,2,1.0
6305,Song of Point Prime,2025,2.0,Black,Sorcery,Conjure,1,,1,2,1.0
6306,Adorned Pouncer,2017,2.0,White,Creature,"Double strike, Eternalize",2,,0,2,1.0
6307,Soul Rend,1996,2.0,Black,Instant,,0,"card_advantage, removal",2,2,1.0
6308,Ice Over,2017,2.0,Blue,Enchantment,Enchant,1,stax,1,2,1.0
6309,Hunter's Bow,2024,2.0,Green,Artifact,Equip,1,protection,1,2,1.0
6310,Spiketail Hatchling,2000,2.0,Blue,Creature,Flying,1,counterspell,1,2,1.0
6311,Sanctifier en-Vec,2021,2.0,White,Creature,Protection,1,removal,1,2,1.0
6312,Contempt,1998,2.0,Blue,Enchantment,Enchant,1,,1,2,1.0
6313,Deepway Navigator,2026,2.0,Multicolor,Creature,Flash,1,pump,1,2,1.0
6314,Ainok Wayfarer,2025,2.0,Green,Creature,Mill,1,counters,1,2,1.0
6315,Resculpt,2021,2.0,Blue,Instant,,0,"removal, tokens",2,2,1.0
6316,Knight of Dusk's Shadow,2022,2.0,Black,Creature,Menace,1,pump,1,2,1.0
6317,Mesa Pegasus,1993,2.0,White,Creature,"Flying, Banding",2,,0,2,1.0
6318,Fistful of Force,2007,2.0,Green,Instant,Clash,1,pump,1,2,1.0
6319,Flametongue Yearling,2021,2.0,Red,Creature,Multikicker,1,,1,2,1.0
6320,Eviscerator's Insight,2024,2.0,Black,Instant,Flashback,1,card_advantage,1,2,1.0
6321,Greatsword of Tyr,2022,2.0,White,Artifact,Equip,1,counters,1,2,1.0
6322,Banshee's Blade,2003,2.0,Colorless,Artifact,Equip,1,pump,1,2,1.0
6323,Ride the Shoopuf,2025,2.0,Green,Enchantment,Landfall,1,counters,1,2,1.0
6324,"Lavinia, Azorius Renegade",2019,2.0,Multicolor,Creature,,0,"counterspell, stax",2,2,1.0
6325,Sparring Collar,2004,2.0,Colorless,Artifact,Equip,1,,1,2,1.0
6326,Cavern Harpy,2001,2.0,Multicolor,Creature,Flying,1,,1,2,1.0
6327,Valley Questcaller,2024,2.0,White,Creature,Scry,1,pump,1,2,1.0
6328,Wishclaw Talisman,2019,2.0,Black,Artifact,,0,"counters, tutor",2,2,1.0
6329,Blood Funnel,2005,2.0,Black,Enchantment,,0,"ramp, counterspell",2,2,1.0
6330,"Lluwen, Imperfect Naturalist",2026,2.0,Colorless,Creature,Mill,1,tokens,1,2,1.0
6331,Crosstown Courier,2012,2.0,Blue,Creature,Mill,1,,1,2,1.0
6332,Abandon Attachments,2025,2.0,Colorless,Instant,,0,"card_advantage, discard",2,2,1.0
6333,Spider Manifestation,2025,2.0,Colorless,Creature,Reach,1,ramp,1,2,1.0
6334,Hinterland Hermit // Hinterland Scourge,2012,2.0,Red,Creature,Transform,1,,1,2,1.0
6335,Pollenbright Druid,2019,2.0,Green,Creature,Proliferate,1,counters,1,2,1.0
6336,Rune of Flight,2021,2.0,Blue,Enchantment,Enchant,1,card_advantage,1,2,1.0
6337,Molten Exhale,2025,2.0,Red,Sorcery,Behold,1,direct_damage,1,2,1.0
6338,Swift Reckoning,2015,2.0,White,Sorcery,Spell mastery,1,removal,1,2,1.0
6339,Fierce Retribution,2021,2.0,White,Instant,Cleave,1,removal,1,2,1.0
6340,Tilonalli's Summoner,2018,2.0,Red,Creature,Ascend,1,tokens,1,2,1.0
6341,Advance Scout,1997,2.0,White,Creature,First strike,1,,1,2,1.0
6342,Séance Board,2024,2.0,Colorless,Artifact,Morbid,1,ramp,1,2,1.0
6343,Tribute to Urborg,2022,2.0,Black,Instant,Kicker,1,removal,1,2,1.0
6344,Headhunter,2002,2.0,Black,Creature,Morph,1,discard,1,2,1.0
6345,Stasis Field,2023,2.0,Blue,Enchantment,Enchant,1,pump,1,2,1.0
6346,Sanctuary Wall,2024,2.0,White,Creature,Defender,1,,1,2,1.0
6347,Raffine's Informant,2022,2.0,White,Creature,Connive,1,,1,2,1.0
6348,Aura Extraction,2002,2.0,White,Instant,Cycling,1,,1,2,1.0
6349,Izzet Polarizer,2024,2.0,Multicolor,Creature,Conjure,1,,1,2,1.0
6350,Psionic Gift,2001,2.0,Blue,Enchantment,Enchant,1,direct_damage,1,2,1.0
6351,Travel Preparations,2011,2.0,Green,Sorcery,Flashback,1,counters,1,2,1.0
6352,Baku Altar,2005,2.0,Colorless,Artifact,,0,"tokens, counters",2,2,1.0
6353,Ichorclaw Myr,2010,2.0,Colorless,Creature,Infect,1,pump,1,2,1.0
6354,Knight of the Kitchen Sink,2017,2.0,White,Creature,"First strike, Protection",2,,0,2,1.0
6355,Haberthrasher,2022,2.0,Black,Creature,Deathtouch,1,life,1,2,1.0
6356,Rattleclaw Mystic,2014,2.0,Green,Creature,Morph,1,ramp,1,2,1.0
6357,Soldiers of the Watch,2022,2.0,White,Creature,"Double team, Conjure",2,,0,2,1.0
6358,Stormblood Berserker,2011,2.0,Red,Creature,"Bloodthirst, Menace",2,,0,2,1.0
6359,Graf Rats,2016,2.0,Black,Creature,Meld,1,,1,2,1.0
6360,Rampant Growth,1996,2.0,Green,Sorcery,,0,"ramp, tutor",2,2,1.0
6361,Lazotep Reaver,2019,2.0,Black,Creature,Amass,1,,1,2,1.0
6362,Jace's Scrutiny,2016,2.0,Blue,Instant,Investigate,1,removal,1,2,1.0
6363,Phalanx Leader,2013,2.0,White,Creature,Heroic,1,counters,1,2,1.0
6364,Fiery Bombardment,2008,2.0,Red,Enchantment,Chroma,1,,1,2,1.0
6365,Joust,2019,2.0,Red,Sorcery,Fight,1,pump,1,2,1.0
6366,Cathedral Acolyte,2024,2.0,Green,Creature,,0,"counters, protection",2,2,1.0
6367,Consuming Vortex,2004,2.0,Blue,Instant,Splice,1,removal,1,2,1.0
6368,Inertia Bubble,2003,2.0,Blue,Enchantment,Enchant,1,stax,1,2,1.0
6369,Riot Piker,2013,2.0,Red,Creature,First strike,1,,1,2,1.0
6370,"Gomif, Fast Racer",2025,2.0,Multicolor,Creature,Start your engines!,1,,1,2,1.0
6371,Shock Brigade,2025,2.0,Red,Creature,"Menace, Mobilize",2,,0,2,1.0
6372,Aphetto Alchemist,2002,2.0,Blue,Creature,Morph,1,,1,2,1.0
6373,Labyrinth Guardian,2017,2.0,Blue,Creature,Embalm,1,,1,2,1.0
6374,Zhentarim Bandit,2022,2.0,Black,Creature,Treasure,1,tokens,1,2,1.0
6375,Kozilek's Sentinel,2015,2.0,Red,Creature,Devoid,1,pump,1,2,1.0
6376,Emergency Weld,2022,2.0,Black,Sorcery,,0,"tokens, graveyard",2,2,1.0
6377,Invasion of Gobakhan // Lightshield Array,2023,2.0,White,Enchantment,Transform,1,,1,2,1.0
6378,Emblem of the Warmind,2007,2.0,Red,Enchantment,Enchant,1,,1,2,1.0
6379,Searslicer Goblin,2024,2.0,Red,Creature,Raid,1,tokens,1,2,1.0
6380,"Tokka & Rahzar, Terrible Twos",2026,2.0,Colorless,Creature,Menace,1,direct_damage,1,2,1.0
6381,Underhanded Designs,2016,2.0,Black,Enchantment,,0,"removal, life",2,2,1.0
6382,Asylum Visitor,2016,2.0,Black,Creature,Madness,1,card_advantage,1,2,1.0
6383,Unblinking Observer,2021,2.0,Blue,Creature,,0,"ramp, graveyard",2,2,1.0
6384,Ravenous Amulet,2024,2.0,Colorless,Artifact,,0,"card_advantage, counters",2,2,1.0
6385,A-Hobbling Zombie,2021,2.0,Black,Creature,Deathtouch,1,tokens,1,2,1.0
6386,Startling Development,2020,2.0,Blue,Instant,Cycling,1,pump,1,2,1.0
6387,Desperate Lunge,2019,2.0,White,Instant,,0,"life, pump",2,2,1.0
6388,Skyshroud Falcon,1998,2.0,White,Creature,"Flying, Vigilance",2,,0,2,1.0
6389,From Father to Son,2025,2.0,White,Sorcery,Flashback,1,tutor,1,2,1.0
6390,Replicating Terror,2024,2.0,Black,Instant,Conjure,1,,1,2,1.0
6391,Fearsome Whelp,2021,2.0,Red,Creature,Flying,1,ramp,1,2,1.0
6392,Viscerid Armor,1996,2.0,Blue,Enchantment,Enchant,1,pump,1,2,1.0
6393,Duskwatch Recruiter // Krallenhorde Howler,2016,2.0,Green,Creature,Transform,1,,1,2,1.0
6394,Waterbending Scroll,2025,2.0,Blue,Artifact,,0,"card_advantage, ramp",2,2,1.0
6395,East-Mark Cavalier,2023,2.0,White,Creature,Vigilance,1,,1,2,1.0
6396,Alpine Houndmaster,2020,2.0,Multicolor,Creature,,0,"tutor, pump",2,2,1.0
6397,Coruscation Mage,2024,2.0,Red,Creature,Offspring,1,direct_damage,1,2,1.0
6398,Thopter Foundry,2009,2.0,Blue,Artifact,,0,"tokens, life",2,2,1.0
6399,Thunderclap Drake,2024,2.0,Blue,Creature,Flying,1,ramp,1,2,1.0
6400,Thought Eater,2001,2.0,Blue,Creature,Flying,1,,1,2,1.0
